sim month Balance SchedPrincipal UnschedPrincipal Liquidated
467 53 16403654457.24 35016136.10 121342751.79 3517127.07
467 54 16242393085.71 34863882.84 126397488.69 3607959.99
467 55 16117909348.70 34699032.07 89784704.94 3701436.45
467 56 15986188961.34 34610596.91 97109790.45 3948125.92
467 57 15867069983.69 34505328.72 84613648.93 4079170.16
467 58 15759116829.50 34425833.54 73527320.64 4182215.45
467 59 15664975075.93 34369119.74 59772633.84 4380569.52
467 60 15560609464.23 34341685.14 70023926.55 4521727.19
467 61 15438279703.18 34290890.15 88038870.89 4660524.96
467 62 15310809632.61 34199036.09 93271034.48 4879340.25
467 63 15169461961.80 34094117.64 107253553.17 5145912.07
467 64 15032561953.53 33956445.60 102943562.67 5426156.24
467 65 14892397192.24 33827624.57 106337136.72 5336004.50
467 66 14754900697.73 33689454.67 103807039.84 5271108.75
467 67 14638348884.70 33555334.29 82996478.74 5213135.62
467 68 14518359329.21 33467132.64 86522422.84 5163416.53
467 69 14412730864.76 33369552.15 72258912.31 5112322.12
467 70 14309598865.73 33303585.90 69828413.12 5061994.20
467 71 14220230268.77 33242277.32 56126319.64 4968639.51
467 72 14120592675.04 33212265.51 66425328.22 4731263.25
467 73 13997297512.04 33157264.43 90137898.58 4496987.92
467 74 13875121314.07 33045385.49 89130812.47 4210769.81
467 75 13750091608.36 32934225.82 92095479.88 4004359.46
467 76 13611997432.05 32814532.01 105279644.31 3789483.29
467 77 13477038349.49 32661491.22 102297591.34 3638473.90
467 78 13350290355.03 32513763.22 94234231.24 3508139.68
467 79 13238034420.34 32383792.02 79872142.66 3385292.46
467 80 13128727371.63 32287709.51 77019339.20 3061317.05
467 81 13030622941.70 32197357.56 65907072.38 2702718.60
467 82 12935653148.09 32133007.95 62836785.66 2384966.11
467 83 12862714059.44 32074946.20 40864142.45 2165134.92
467 84 12777953157.55 32070086.02 52690815.87 2169931.61
467 85 12673747091.69 32034885.48 72171180.38 2217950.84
467 86 12573116848.56 31949728.77 68680514.36 2266085.47
467 87 12466874272.97 31872248.46 74370327.13 2276854.00
467 88 12345639399.93 31779066.33 89455806.71 2284346.14
467 89 12230454252.24 31645865.83 83539281.86 2292620.16
467 90 12112513401.80 31526339.71 86414510.73 2259250.40
467 91 12009503079.41 31397780.76 71612541.64 2229239.79
467 92 11910978182.53 31306159.97 67218736.90 2201297.82
467 93 11814198642.33 31224714.46 65554825.74 2179269.11
467 94 11719993633.40 31146410.28 63058598.66 2158600.25
467 95 11645062137.19 31073499.14 43857997.08 2141707.26
467 96 11557648076.48 31050659.27 56363401.44 2111395.05
467 97 11449430090.52 30993553.52 77224432.45 2077390.08
467 98 11347587698.76 30879135.31 70963256.44 2044959.77
467 99 11234831044.12 30780159.92 81976494.72 2013946.65
467 100 11113369741.72 30649732.63 90811569.78 1981467.55
467 101 11000294730.76 30493370.63 82581640.33 1950790.70
467 102 10877605341.87 30357818.55 92331570.34 1917609.68
467 103 10774793822.70 30193456.61 72618062.56 1888391.76
467 104 10678458472.72 30082151.34 66253198.64 1860582.78
467 105 10586575350.66 29987232.72 61895889.34 1822835.62
467 106 10502885696.76 29903244.08 53786409.82 1787172.27
467 107 10434420870.05 29841012.67 38623814.03 1754756.46
467 108 10356978299.72 29821014.04 47621556.29 1730225.67
467 109 10261438848.72 29774442.58 65765008.41 1702764.56
467 110 10174498035.35 29674440.00 57266373.37 1677099.04
467 111 10071786547.05 29597710.88 73113777.42 1659433.65
467 112 9964468639.52 29473379.42 77844528.12 1640965.81
467 113 9866971916.82 29333461.94 68163260.76 1624199.71
467 114 9762736556.19 29220436.24 75014924.39 1603703.60
467 115 9676788845.21 29085431.91 56862279.07 1586431.32
467 116 9590510729.54 29003089.67 57275026.00 1569132.57
467 117 9508893128.48 28918252.09 52699348.97 1542906.45
467 118 0.00 28845991.33 9480047137.15 1518090.29
468 0 29040913330.15 0.00 0.00 0.00
468 1 28872982258.95 47655167.23 120275903.98 369246.90
468 2 28693997315.79 47600831.32 131384111.83 384076.89
468 3 28497876251.69 47526989.51 148594074.59 409440.68
468 4 28290697543.20 47423264.89 159755443.61 436573.71
468 5 28083949917.04 47299404.12 159448222.04 465782.06
468 6 27891813565.10 47174412.13 144961939.81 506708.39
468 7 27723779125.59 47072226.00 120962213.52 551168.24
468 8 27560751667.38 47009273.96 116018184.25 596096.17
468 9 27424518387.32 46953553.38 89279726.68 661185.33
468 10 27287802974.94 46942496.23 89772916.14 728623.29
468 11 27177681462.10 46929823.61 63191689.23 802590.17
468 12 27045026667.38 46962388.91 85692405.81 833457.73
468 13 26872024616.39 46955467.22 126046583.77 865039.83
468 14 26692039973.48 46877415.58 133107227.33 898452.85
468 15 26502122568.39 46785676.89 143131728.19 947391.71
468 16 26290557618.73 46674886.48 164890063.18 999193.59
468 17 26085745820.67 46524042.79 158287755.28 1055116.80
468 18 25887924550.58 46383005.92 151438264.16 1155294.56
468 19 25710261492.84 46252412.73 131410645.02 1264650.36
468 20 25538351292.58 46156079.13 125754121.13 1374042.92
468 21 25376688463.44 46068576.40 115594252.74 1453100.05
468 22 25213725613.44 45998179.06 116964670.95 1505737.20
468 23 25086492443.15 45924058.69 81309111.60 1558978.47
468 24 24933812563.76 45913954.77 106765924.62 1606529.00
468 25 24748382492.23 45856279.71 139573791.82 1652936.24
468 26 24578890279.67 45736836.79 123755375.77 1701310.98
468 27 24390533078.71 45645146.36 142712054.60 1754002.31
468 28 24189081471.00 45516677.47 155934930.23 1807114.21
468 29 24008623339.10 45361713.45 135096418.46 1863147.44
468 30 23814829382.71 45243695.54 148550260.85 2144931.26
468 31 23651230139.74 45098463.98 118500778.98 2492464.60
468 32 23496674230.66 45008359.29 109547549.80 2965483.50
468 33 23348061972.58 44933916.60 103678341.48 3477581.80
468 34 23209941643.53 44869300.76 93251028.29 4088932.10
468 35 23095199724.87 44823857.68 69918060.98 4587814.28
468 36 22959797097.42 44822743.87 90579883.58 5051110.89
468 37 22786491822.51 44780572.40 128524702.51 5549679.43
468 38 22626603381.34 44662490.14 115225951.03 6306430.17
468 39 22437208504.57 44569091.77 144825785.00 7012100.34
468 40 22239463108.29 44415540.78 153329855.49 7775901.86
468 41 22055834264.84 44243691.59 139385151.86 8271629.39
468 42 21858110330.39 44097834.83 153626099.62 8689429.06
468 43 21698458140.87 43921452.84 115730736.69 9132852.83
468 44 21537812346.75 43820046.28 116825747.84 9325871.52
468 45 21387320594.48 43714668.81 106777083.47 9646666.60
468 46 21250986456.44 43628247.12 92705890.92 9982755.79
468 47 21132132294.38 43568976.10 75285185.95 10486623.73
468 48 20997530902.50 43544868.15 91056523.73 10798049.09
468 49 20830484167.43 43487233.33 123559501.74 11100501.99
468 50 20668015692.14 43362279.86 119106195.43 10675410.82
468 51 20483470207.01 43244648.15 141300836.97 10399809.86
468 52 20297766700.17 43078686.35 142624820.49 10124466.58
468 53 20118581296.40 42906579.16 136278824.61 10473621.97
468 54 19936417906.70 42745599.28 139417790.41 10958201.29
468 55 19794346880.64 42575882.27 99495143.79 11463736.54
468 56 19643014506.99 42490521.78 108841851.87 11659455.24
468 57 19504993405.05 42384021.49 95637080.44 11667407.29
468 58 19379517009.41 42304829.90 83171565.75 11586866.43
468 59 19269207716.08 42251106.56 68058186.77 11693635.90
468 60 19145503892.48 42230691.29 81473132.31 11219412.32
468 61 18998522995.07 42179856.05 104801041.36 10751660.52
468 62 18842848757.24 42075246.01 113598991.82 10732950.37
468 63 18668521969.96 41948959.63 132377827.65 10958856.89
468 64 18497602180.58 41778901.07 129140888.31 11187830.94
468 65 18318032492.88 41613719.50 137955968.20 11563816.96
468 66 18141854568.53 41426699.41 134751224.93 11873980.38
468 67 17994104963.98 41244698.77 106504905.78 12205937.47
468 68 17841375254.46 41127327.11 111602382.41 11572317.86
468 69 17705950289.45 40996988.66 94427976.36 10766673.61
468 70 17575754973.97 40904477.30 89290838.18 10013098.55
468 71 17466146226.69 40821730.07 68787017.21 9577176.42
468 72 17346254613.37 40785719.18 79105894.14 9060976.69
468 73 17198694393.01 40724506.08 106835714.29 8544926.86
468 74 17052928061.51 40597481.35 105168850.15 7668489.92
468 75 16903388516.14 40472741.36 109066804.02 6766665.29
468 76 16737972474.33 40336752.61 125079289.20 5960632.87
468 77 16577166926.82 40161372.81 120644174.71 4799646.62
468 78 16424137157.17 39993779.62 113035990.03 3957782.95
468 79 16288067263.65 39842213.97 96227679.56 3260723.82
468 80 16157337052.52 39728824.69 91001386.44 2925509.48
468 81 16038267233.73 39626631.28 79443187.51 2590872.10
468 82 15920123714.11 39551097.90 78592421.72 2385488.40
468 83 15828044118.42 39476150.93 52603444.76 2269271.16
468 84 15717209085.55 39464277.30 71370755.57 2327925.75
468 85 15576990877.99 39404597.10 100813610.46 2381614.37
468 86 15440389099.74 39269507.35 97332270.90 2435608.74
468 87 15296678920.40 39141468.39 104568710.96 2471790.28
468 88 15137394353.47 38993225.71 120291341.22 2504972.36
468 89 14990745830.63 38802731.71 107845791.14 2539896.14
468 90 14846061463.53 38642170.00 106042197.10 2517118.69
468 91 14722973030.88 38484228.31 84604204.34 2498339.83
468 92 14607723901.94 38380150.35 76868978.58 2481981.11
468 93 14496601523.92 38294787.64 72827590.38 2468628.96
468 94 14389378488.51 38218679.64 69004355.77 2456924.61
468 95 14304803965.80 38151380.79 46423141.92 2449326.22
468 96 14204781060.12 38143102.25 61879803.43 2426135.77
468 97 14079291587.88 38092649.63 87396822.61 2398454.56
468 98 13959584324.03 37972261.97 81735001.89 2371925.83
468 99 13825124050.26 37865524.57 96594749.19 2343593.01
468 100 13681266983.59 37716648.75 106140417.92 2313681.01
468 101 13551130835.29 37539600.42 92596547.87 2286309.34
468 102 13413060362.02 37397725.70 100672747.58 2255774.12
468 103 13299620066.15 37231507.01 76208788.86 2229757.06
468 104 13194877663.82 37131469.33 67610933.00 2205407.76
468 105 13094455628.00 37054068.26 63367967.56 2170307.20
468 106 12999796889.39 36987306.98 57671431.64 2136661.86
468 107 12920166669.75 36935474.84 42694744.80 2106030.55
468 108 12828508823.66 36925309.58 54732536.50 2083760.26
468 109 12715241720.75 36879793.74 76387309.17 2057925.50
468 110 12611003068.79 36770573.75 67468078.21 2033785.50
468 111 12486147090.74 36685640.82 88170337.23 2017712.76
468 112 12354991128.52 36538696.22 94617266.00 2000461.38
468 113 12233862088.86 36370781.73 84758257.93 1984815.90
468 114 12101808406.44 36229907.55 95823774.88 1964679.62
468 115 11993051387.17 36054117.35 72702901.92 1948479.49
468 116 11885297271.05 35945385.17 71808730.96 1932401.10
468 117 11784947305.02 35837733.64 64512232.38 1907027.67
468 118 0.00 35750579.07 11749196725.94 1883265.54
469 0 29040913330.15 0.00 0.00 0.00
469 1 28872982258.95 47655167.23 120275903.98 369246.90
469 2 28693997315.79 47600831.32 131384111.83 384076.89
469 3 28497966990.41 47526989.51 148503335.87 409442.31
469 4 28286688791.04 47423416.03 163854783.35 436489.79
469 5 28064363070.96 47292702.44 175033017.64 465370.87
469 6 27847823164.71 47141511.91 169398394.34 505718.18
469 7 27648281359.09 46997986.20 152543819.41 549371.64
469 8 27391247522.76 46881261.43 210152574.89 592257.51
469 9 27143521090.21 46664784.18 201061648.38 654444.98
469 10 26895005218.02 46461518.54 202054353.65 718325.61
469 11 26644952943.28 46254290.25 203797984.48 788732.77
469 12 26353245923.09 46041847.91 245665172.29 816402.26
469 13 25944064475.81 45754401.40 363427045.88 842254.99
469 14 25557002344.06 45258611.29 341803520.47 871174.78
469 15 25162332384.62 44796173.97 349873785.47 915392.77
469 16 24671732541.58 44315257.51 446284585.53 961996.59
469 17 24202645460.98 43659314.60 425427766.00 1011949.88
469 18 23624016617.34 43034621.73 535594221.91 1098710.33
469 19 22896215565.10 42207563.78 685593488.46 1187354.38
469 20 21868740089.61 41104130.86 986371344.63 1257980.01
469 21 20779816296.00 39448873.88 1049474919.73 1299092.83
469 22 19720603058.14 37665652.18 1021547585.68 1324056.90
469 23 18917668481.66 35918643.15 767015933.33 1378708.95
469 24 18272905765.14 34623181.18 610139535.34 1446727.34
469 25 17743790468.07 33605495.15 495509801.92 1524513.67
469 26 17350999796.01 32791131.03 359999541.03 1600099.07
469 27 17007340200.86 32221515.36 311438079.80 1672712.30
469 28 16701727716.42 31737552.12 273874932.32 1739076.89
469 29 16455386070.78 31319732.69 215021912.95 1802715.61
469 30 16220347938.13 31008640.95 204029491.69 2082232.93
469 31 16050358611.38 30715308.90 139274017.85 2427866.50
469 32 15886550409.19 30542204.89 133265997.30 2891964.50
469 33 15709261571.45 30378696.07 146910141.67 3388315.80
469 34 15563842183.75 30187023.23 115232364.47 3978796.33
469 35 15454953375.16 30054760.84 78834047.74 4463856.82
469 36 15345706255.17 29991699.18 79255420.81 4922174.37
469 37 15216382292.92 29926798.46 99397163.79 5412474.13
469 38 15102125156.75 29820947.09 84436189.07 6153277.68
469 39 14969392356.45 29743379.46 102989420.84 6841406.96
469 40 14833647490.61 29627889.51 106116976.33 7585311.49
469 41 14710990967.95 29505318.49 93151204.17 8067585.63
469 42 14579118035.58 29407400.47 102465531.90 8472809.06
469 43 14470880519.91 29289474.90 78948040.77 8901520.35
469 44 14360828009.42 29218160.40 80834350.09 9085077.42
469 45 14255454518.76 29141743.72 76231746.94 9391655.31
469 46 14158054917.02 29073629.26 68325972.48 9711545.23
469 47 14071965419.90 29020401.41 57069095.70 10193606.33
469 48 13975331597.79 28989891.44 67643930.67 10487847.51
469 49 13859031219.20 28936791.50 87363587.09 10774317.12
469 50 13747107159.56 28843211.18 83080848.46 10355766.92
469 51 13620240926.25 28757084.59 98109148.72 10082284.35
469 52 13492988050.86 28638187.06 98614688.33 9809533.42
469 53 13369728604.98 28515525.65 94743920.23 10141421.55
469 54 13242791631.63 28399371.03 98537602.31 10602556.14
469 55 13142416093.35 28273673.31 72101864.98 11083562.63
469 56 13036738853.10 28203922.51 77473317.73 11266842.99
469 57 12940333564.86 28121953.71 68283334.53 11268052.10
469 58 12852387721.83 28059001.63 59886841.40 11182752.57
469 59 12774659215.08 28013013.09 49715493.66 11278129.44
469 60 12687825633.51 27989738.07 58843843.50 10813017.23
469 61 12585755188.54 27945691.69 74124753.28 10354997.32
469 62 12479995236.66 27866015.16 77893936.72 10331504.65
469 63 12363150762.50 27776314.47 89068159.69 10544254.21
469 64 12248551548.64 27660400.10 86938813.77 10759631.05
469 65 12129058450.56 27547556.17 91945541.90 11116723.48
469 66 12013034843.16 27422144.77 88601462.63 11411232.48
469 67 11915485394.56 27302810.62 70246637.98 11726116.54
469 68 11815741364.76 27226139.53 72517890.27 11114811.91
469 69 11726285061.17 27143549.64 62312753.95 10337482.12
469 70 11639659096.30 27083304.42 59542660.45 9610372.05
469 71 11565267393.75 27027849.23 47363853.32 9186690.63
469 72 11484538443.77 27000122.41 53728827.56 8687094.27
469 73 11386024467.72 26956771.15 71557204.89 8188762.76
469 74 11286544932.53 26871330.30 72608204.89 7344807.07
469 75 11183197239.25 26782292.33 76565400.95 6476859.91
469 76 11069902038.25 26682395.57 86612805.43 5702133.18
469 77 10960713042.62 26557912.64 82631082.99 4589496.79
469 78 10857990533.44 26440807.23 76281701.95 3783432.72
469 79 10768278981.32 26337339.76 63374212.35 3116800.25
469 80 10683037658.27 26263202.14 58978120.92 2796410.76
469 81 10606851992.91 26198780.01 49986885.34 2476941.69
469 82 10532242528.63 26155245.10 48454219.19 2281205.16
469 83 10473486126.67 26114494.20 32641907.75 2170377.32
469 84 10403271692.36 26111972.70 44102461.61 2227116.60
469 85 10315777978.57 26080267.32 61413446.47 2279636.57
469 86 10230785741.61 26004204.59 58988032.38 2332535.32
469 87 10141435530.90 25933243.67 63416967.04 2368469.46
469 88 10042268293.04 25849950.17 73317287.69 2401705.72
469 89 9949206942.63 25740116.33 67321234.07 2436116.19
469 90 9855207451.45 25644500.69 68354990.49 2414578.20
469 91 9774394479.82 25544932.82 55268038.81 2396585.02
469 92 9699045760.00 25478181.79 49870538.03 2380990.11
469 93 9627130115.03 25424560.44 46491084.54 2368529.29
469 94 9557631522.57 25378944.85 44119647.60 2357622.93
469 95 9501565287.62 25338775.98 30727458.97 2350232.51
469 96 9434004993.59 25333577.49 42226716.54 2327533.06
469 97 9348015228.93 25297067.26 60692697.40 2300147.40
469 98 9265703463.37 25209985.50 57101780.06 2273834.89
469 99 9173354130.93 25131449.21 67217883.23 2245725.04
469 100 9073726775.86 25024187.70 74603167.37 2215849.14
469 101 8983092859.04 24895270.67 65738646.15 2188383.99
469 102 8886255118.15 24789257.36 72048483.53 2157665.68
469 103 8806456920.56 24664342.01 55133855.58 2131450.74
469 104 8733276603.24 24585113.41 48595203.92 2107044.35
469 105 8664760177.01 24523140.75 43993285.48 2072863.00
469 106 8601683082.77 24473179.48 38603914.77 2040503.24
469 107 8549394305.14 24437645.59 27851132.03 2011246.17
469 108 8490292427.56 24432072.67 34669804.92 1990263.78
469 109 8418394193.90 24406417.68 47491815.97 1966265.30
469 110 8352394065.19 24343006.83 41657121.88 1943863.58
469 111 8274464844.26 24295542.55 53633678.38 1929595.40
469 112 8193200917.83 24212164.13 57051762.30 1914413.44
469 113 8118887035.49 24117528.91 50196353.43 1900848.95
469 114 8039289513.21 24041919.13 55555603.15 1883480.85
469 115 7973783971.99 23949209.71 41556331.51 1869540.69
469 116 7909183862.05 23897188.37 40702921.56 1855784.76
469 117 7849035283.69 23846859.20 36301719.16 1833002.49
469 118 0.00 23808984.39 7825226299.30 1811684.92
470 0 29040913330.15 0.00 0.00 0.00
470 1 28872982258.95 47655167.23 120275903.98 369246.90
470 2 28693997315.79 47600831.32 131384111.83 384076.89
470 3 28497891251.85 47526989.51 148579074.43 409440.95
470 4 28290241540.14 47423289.86 160226421.84 436564.49
470 5 28075517243.55 47298641.99 167425654.60 465614.98
470 6 27865635003.59 47160247.94 162721992.03 506130.63
470 7 27675165264.57 47028046.28 143441692.73 549996.69
470 8 27485617448.50 46926844.30 142620971.77 594185.97
470 9 27320398218.74 46825553.59 118393676.17 658357.34
470 10 27117550169.04 46764277.77 156083771.93 723618.65
470 11 26903746894.97 46637027.54 167166246.53 793906.50
470 12 26646667590.84 46489044.19 210590259.94 820592.88
470 13 26319321243.51 46263845.78 281082501.54 847689.33
470 14 26009275620.50 45913244.80 264132378.22 878166.03
470 15 25735262841.37 45588926.49 228423852.64 925662.90
470 16 25466463619.90 45324298.61 223474922.85 977877.74
470 17 25228879120.48 45065694.72 192518804.70 1034927.92
470 18 25012767607.73 44859381.74 171252131.01 1135019.21
470 19 24825922619.90 44688782.60 142156205.23 1243923.00
470 20 24653403408.68 44568432.85 127950778.37 1352472.15
470 21 24501343374.85 44472169.02 107587864.82 1431470.55
470 22 24351439011.50 44411459.35 105492904.00 1484483.55
470 23 24237185014.47 44353438.80 69900558.22 1537851.21
470 24 24105608762.59 44359468.35 87216783.54 1585874.79
470 25 23945190690.24 44333049.10 116085023.25 1632949.84
470 26 23792527657.47 44252413.73 108410619.03 1681454.53
470 27 23619037702.79 44184735.20 129305219.49 1734004.17
470 28 23429139110.13 44076873.69 145821718.97 1786762.48
470 29 23253663484.66 43936525.55 131539099.91 1842052.12
470 30 23064374486.16 43820910.13 145468088.37 2120473.32
470 31 22909520655.52 43677221.79 111176608.85 2464409.08
470 32 22765816439.71 43596769.06 100107446.75 2932872.29
470 33 22627490026.45 43536123.72 94790289.53 3440190.24
470 34 22496763370.21 43484377.53 87242278.71 4045496.95
470 35 22387358773.03 43446363.85 65958233.33 4539409.63
470 36 22256809532.24 43448781.76 87100459.03 4997914.22
470 37 22089222423.04 43409254.53 124177854.67 5491264.34
470 38 21933108660.25 43295565.15 112818197.64 6239639.39
470 39 21747104582.70 43202794.70 142801282.85 6936970.82
470 40 21552850016.78 43049140.09 151205425.83 7691546.20
470 41 21373585461.73 42877399.52 136387155.53 8181279.82
470 42 21176646981.75 42733422.31 154205057.68 8592043.76
470 43 21016522089.41 42551766.46 117573125.88 9027814.05
470 44 20858170900.06 42442503.67 115908685.68 9217121.20
470 45 20710514046.95 42334832.29 105322020.81 9533395.15
470 46 20574656606.11 42247219.60 93610221.25 9863763.88
470 47 20454935587.73 42181935.18 77539083.20 10359085.97
470 48 20321161516.66 42148998.35 91625072.71 10664651.54
470 49 20160174757.53 42085971.55 118900787.58 10963668.74
470 50 20006637501.44 41966468.67 111570787.42 10545757.09
470 51 19834349696.13 41860377.07 130427428.24 10276629.05
470 52 19664680026.19 41713091.27 127956578.67 10009359.89
470 53 19502305510.30 41567873.57 120806642.32 10360100.09
470 54 19335940639.34 41435736.35 124929134.61 10844794.49
470 55 19203740185.88 41293022.35 90907431.12 11348076.98
470 56 19064907743.17 41222221.91 97610220.81 11546331.59
470 57 18938715495.10 41136125.41 85056122.65 11558679.54
470 58 18822988355.59 41076113.21 74651026.31 11482464.57
470 59 18719888791.20 41037258.29 62062306.10 11590620.54
470 60 18605926900.48 41026303.09 72935587.62 11124123.56
470 61 18474747186.18 40990621.62 90189092.68 10666933.75
470 62 18338915642.86 40914773.23 94916770.09 10657312.03
470 63 18187407801.32 40826572.00 110681269.54 10892359.45
470 64 18038808009.84 40701681.77 107898109.71 11130842.01
470 65 17882912464.52 40581038.15 115314507.17 11517083.37
470 66 17728971890.76 40442107.71 113498466.06 11837897.51
470 67 17599351766.02 40305457.68 89314667.06 12179005.28
470 68 17467784788.80 40224529.74 91342447.48 11558682.73
470 69 17350492755.94 40138018.98 77154013.88 10763452.42
470 70 17237188415.57 40082818.51 73221521.87 10018424.29
470 71 17139499724.59 40034918.72 57653772.26 9586862.89
470 72 17032530750.65 40022529.10 66946444.85 9074751.07
470 73 16901365180.23 39987555.98 91178014.44 8564019.09
470 74 16769761991.56 39895271.07 91707917.60 7690608.28
470 75 16633527159.02 39800362.73 96434469.80 6790567.45
470 76 16482956223.40 39692491.02 110878444.60 5986239.51
470 77 16335525352.73 39549249.52 107881621.15 4823601.31
470 78 16194653881.92 39410606.49 101460864.33 3980048.99
470 79 16069496471.46 39285366.20 85872044.26 3280969.69
470 80 15949667929.66 39195556.24 80632985.55 2945434.96
470 81 15840977817.39 39117184.25 69572928.03 2610043.87
470 82 15733417682.61 39064453.69 68495681.10 2404603.85
470 83 15649125296.26 39013073.79 45279312.56 2288499.89
470 84 15549955115.30 39018057.62 60152123.34 2349309.86
470 85 15426272852.14 38985150.29 84697112.87 2405949.25
470 86 15304726429.29 38889420.08 82657002.77 2462794.19
470 87 15177377767.86 38797431.25 88551230.18 2501957.57
470 88 15036726266.82 38688976.04 101962525.01 2538583.91
470 89 14904672112.20 38544545.24 93509609.38 2576435.70
470 90 14772736537.94 38420158.56 93515415.70 2555493.97
470 91 14659200519.95 38294019.13 75241998.85 2538063.37
470 92 14551748506.91 38213772.38 69238240.66 2522805.57
470 93 14447120363.48 38147911.46 66480231.97 2510363.91
470 94 14345963732.19 38088093.63 63068537.66 2499519.56
470 95 14265584295.29 38036138.62 42343298.27 2492523.33
470 96 14170851925.32 38038390.44 56693979.53 2469864.62
470 97 14054233981.42 38001526.98 78616416.92 2443291.93
470 98 13945462947.90 37904544.46 70866489.07 2418275.63
470 99 13826458759.37 37827081.75 81177106.78 2392250.24
470 100 13699504608.30 37720150.90 89234000.17 2364886.52
470 101 13583486118.66 37589504.12 78428985.52 2339622.92
470 102 13459810078.27 37486880.13 86189160.27 2311172.11
470 103 13355772990.10 37361137.61 66675950.55 2286386.13
470 104 13257878944.66 37288109.49 60605935.95 2262810.67
470 105 13163576003.02 37230856.44 57072085.21 2228034.87
470 106 13075106037.29 37182415.90 51287549.82 2194742.63
470 107 13000460501.10 37149314.93 37496221.26 2164288.19
470 108 12914842225.61 37154654.88 48463620.61 2142609.23
470 109 12808479240.37 37127856.39 69235128.85 2117431.12
470 110 12710349506.38 37040072.14 61089661.86 2093833.81
470 111 12595435510.43 36974508.64 77939487.31 2079252.09
470 112 12475458784.34 36858377.36 83118348.72 2063685.94
470 113 12364797581.88 36725282.08 73935920.38 2049641.16
470 114 12244997859.15 36617530.77 83182191.96 2031292.25
470 115 12145680323.04 36480578.33 62836957.78 2016463.77
470 116 12046209367.15 36402708.65 63068247.24 2001549.91
470 117 11951871526.65 36322800.02 58015040.48 1976557.96
470 118 0.00 36256826.63 11915614700.01 1952919.27
471 0 29040913330.15 0.00 0.00 0.00
471 1 28872982258.95 47655167.23 120275903.98 369246.90
471 2 28693997315.79 47600831.32 131384111.83 384076.89
471 3 28497878543.47 47526989.51 148591782.81 409440.73
471 4 28290696110.25 47423268.70 159759164.52 436573.58
471 5 28078139151.74 47299401.91 165257556.61 465672.75
471 6 27872560537.74 47164651.92 158413962.08 506300.98
471 7 27688161118.91 47039733.95 137359684.88 550344.52
471 8 27507147042.20 46948879.92 134065196.79 594782.59
471 9 27353128788.50 46862231.50 107156022.21 659304.81
471 10 27194745589.63 46820300.15 111562898.71 725932.61
471 11 27064644642.93 46769784.22 83331162.48 798932.55
471 12 26909210365.63 46767066.01 108667211.29 828810.89
471 13 26693685853.03 46719667.20 168804845.41 858562.59
471 14 26468783042.39 46566313.69 178336496.95 889871.14
471 15 26219800938.04 46394359.40 202587744.95 935954.75
471 16 25916500889.89 46177676.33 257122371.82 984143.13
471 17 25628976745.48 45862114.21 241662030.19 1036668.17
471 18 25379685862.89 45570827.18 203720055.41 1134319.68
471 19 25177970267.88 45344366.21 156371228.80 1243590.57
471 20 24995765588.80 45200474.24 137004204.84 1353732.90
471 21 24829763381.18 45089786.96 120912420.66 1433457.95
471 22 24664815497.70 45006790.89 119941092.59 1486127.24
471 23 24529959237.66 44924254.43 89932005.61 1538316.70
471 24 24368740073.54 44895347.99 116323816.12 1584623.95
471 25 24168651227.63 44817018.26 155271827.64 1629171.07
471 26 23960832188.04 44665427.04 163153612.55 1674226.17
471 27 23706498031.24 44497336.93 209836819.87 1721507.90
471 28 23439265405.55 44240133.87 222992491.82 1769094.01
471 29 23211644659.23 43955554.02 183665192.30 1822222.15
471 30 22971241007.72 43741761.75 196661889.76 2098080.36
471 31 22754623206.74 43500885.45 173116915.53 2437879.97
471 32 22524102339.58 43302033.07 187218834.09 2895426.86
471 33 22263777786.59 43073919.26 217250633.72 3384531.33
471 34 21945791654.63 42785457.19 275200674.77 3957768.56
471 35 21574548090.69 42382354.90 328861209.04 4406136.76
471 36 21166885520.91 41871302.84 365791266.94 4815366.87
471 37 20736644399.47 41283398.54 388957722.91 5268029.43
471 38 20357770981.54 40644206.60 338229211.32 5991926.95
471 39 19904812640.88 40099334.19 412859006.47 6659617.42
471 40 19415400829.20 39401615.84 450010195.84 7365231.37
471 41 18990764868.02 38624248.62 386011712.57 7818958.01
471 42 18592093586.89 37968117.09 360703164.04 8232509.47
471 43 18288564211.18 37356846.28 266172529.43 8717119.76
471 44 17988367623.31 36931564.43 263265023.44 8948970.53
471 45 17726086923.68 36507940.20 225772759.43 9300031.55
471 46 17496470227.13 36156849.07 193459847.49 9647949.13
471 47 17299516318.66 35868283.71 161085624.76 10168221.90
471 48 17102726346.51 35643966.15 161146006.00 10495711.71
471 49 16887029785.70 35417183.03 180279377.79 10807876.80
471 50 16691161620.96 35149635.30 160718529.44 10410588.96
471 51 16492866606.91 34920009.01 163375005.04 10157990.70
471 52 16305814263.11 34682373.05 152369970.74 9907752.32
471 53 16131699037.77 34464247.78 139650977.56 10264509.54
471 54 15960351075.99 34270571.22 137077390.56 10747619.10
471 55 15825848285.85 34080237.56 100422552.58 11247140.52
471 56 15686908004.33 33967199.21 104973082.30 11439410.10
471 57 15564857158.88 33843275.44 88207570.01 11446740.37
471 58 15456321752.70 33754370.55 74781035.64 11369078.97
471 59 15361690437.97 33693094.00 60938220.72 11474347.75
471 60 15256106652.36 33662398.15 71921387.46 11004714.69
471 61 15131398745.22 33606698.96 91101208.17 10538784.30
